id	degree_id	name	surname	date_of_birth	fiscal_code	enrolment_date	registration_number	email	Date
4975	8	Marcella	Parisi	1993-02-20	FPOUTW88F14E051E	2020-09-29	625007	ubruno@yahoo.com	2025-07-17
1329	53	Ercole	Giuliani	1993-02-19	EWBQOQ78S63F034Q	2019-01-23	621361	marianita16@guerra.it	2025-07-17
2070	27	Albino	Colombo	1993-02-14	ZKURKZ93K16G715O	2019-11-05	622102	bibiana20@yahoo.it	2025-07-17
1027	42	Monia	Conte	1993-02-10	BIQZCL23B15U475D	2019-03-19	621059	gregorio.caruso@yahoo.it	2025-07-17
2903	74	Laura	Bernardi	1993-02-09	DLLIXJ06D08U551H	2018-07-15	622935	ethan.sorrentino@gmail.com	2025-07-17
1404	32	Erminia	Bernardi	1993-02-09	VIUSYJ94R49B299K	2021-04-08	621436	gentile.antonino@hotmail.com	2025-07-17
2984	49	Ulrico	Palumbo	1993-02-07	FQSQTQ91Q48P037Z	2019-03-16	623016	graziano.ferraro@grasso.it	2025-07-17
688	61	Clodovea	Marini	1993-02-03	CRBIJN68D47W789B	2020-10-07	620720	eesposito@galli.it	2025-07-17
1431	9	Diamante	Sorrentino	1993-01-31	HLLWDJ44D78E430K	2019-03-16	621463	elga82@email.it	2025-07-17
3494	42	Liborio	De Santis	1993-01-29	TOHFFH76H56W892H	2021-04-18	623526	artes.deangelis@mancini.com	2025-07-17
148	46	Filomena	Rizzo	1993-01-28	TXTYUU56D96O261C	2019-12-02	620180	tosca12@gmail.com	2025-07-17
1844	7	Adriano	De Angelis	1993-01-28	NYGXBR30E75R354Y	2020-05-09	621876	hector.ferrari@sartori.com	2025-07-17
734	42	Giorgio	Battaglia	1993-01-27	MDJLCW80I27X788C	2021-01-09	620766	sala.cleopatra@email.it	2025-07-17
3647	41	Enrica	Marchetti	1993-01-27	LIJLKR11L48E558B	2019-06-03	623679	tmarino@ricci.it	2025-07-17
4289	65	Eliziario	Palumbo	1993-01-24	MPVZMA28K38U797U	2019-03-26	624321	nathan.coppola@deluca.com	2025-07-17
3294	68	Ettore	Marini	1993-01-23	ZFLVET75Y97T357J	2019-12-23	623326	marieva.ferri@gmail.com	2025-07-17
149	59	Gregorio	Ferri	1993-01-22	HBDHEW26R54D799Y	2019-03-15	620181	ferrari.adriano@ferrari.it	2025-07-17
4173	16	Giordano	Coppola	1993-01-22	ONMGTO85C45E292P	2019-12-23	624205	rita.sartori@cattaneo.com	2025-07-17
4187	10	Maruska	Bernardi	1993-01-16	KWYRLA24K30R115U	2019-03-12	624219	lamberto69@martini.net	2025-07-17
876	39	Loredana	Ferrari	1993-01-14	QUXGRV80K74M276F	2020-09-22	620908	sarita31@yahoo.it	2025-07-17
2500	31	Brigitta	Damico	1993-01-11	MWNRUU68N48E828Z	2019-09-14	622532	marchetti.mariagiulia@pellegrini.com	2025-07-17
1788	7	Leone	Russo	1993-01-01	WWMCRV08V44X094B	2021-05-07	621820	danuta.ferretti@yahoo.it	2025-07-17
4131	28	Piccarda	Silvestri	1992-12-31	UHXLXL73C55U065M	2020-05-14	624163	brizzi@gmail.com	2025-07-17
2127	49	Marcella	Sartori	1992-12-30	THHBBX93B38T770W	2021-04-04	622159	riva.joey@testa.org	2025-07-17
1085	7	Tosca	Rossi	1992-12-29	QEKRKC17D71D351P	2020-07-12	621117	rufo.dangelo@gmail.com	2025-07-17
2920	55	Giorgio	Damico	1992-12-27	ENTONZ17F57N348H	2020-10-03	622952	basile.ninfa@barbieri.it	2025-07-17
552	43	Joseph	Farina	1992-12-26	THRVKU27D25A233X	2020-01-04	620584	xgiuliani@ferraro.it	2025-07-17
2084	35	Joannes	Silvestri	1992-12-22	IAAELE63W40J651B	2021-01-06	622116	martinelli.enrica@lombardo.it	2025-07-17
3723	7	Kai	Carbone	1992-12-19	MARAOY52N05R598T	2020-10-28	623755	cguerra@hotmail.com	2025-07-17
4805	22	Vienna	Damico	1992-12-15	YBKPHT50W48K674F	2018-08-06	624837	esilvestri@hotmail.com	2025-07-17
9	55	Eriberto	Silvestri	1992-12-13	LNBEVJ09S67R509E	2021-06-07	620041	maika.piras@gmail.com	2025-07-17
2904	31	Ingrid	Moretti	1992-12-13	HZNGPN15G58X406K	2020-02-21	622936	carmelo93@hotmail.com	2025-07-17
2066	60	Sesto	Marini	1992-12-12	QJEKFA86P68R989X	2020-03-02	622098	nabil.lombardi@yahoo.com	2025-07-17
1042	73	Gilda	De Angelis	1992-12-07	YRGDYS95R12D750T	2020-07-13	621074	montanari.dante@libero.it	2025-07-17
233	68	Gabriele	Sorrentino	1992-12-04	AUIHBO15O10E398G	2020-07-02	620265	rossetti.ubaldo@hotmail.com	2025-07-17
1292	20	Rocco	Giuliani	1992-12-01	AUACAD69Z85P766M	2018-09-16	621324	elda.fiore@hotmail.com	2025-07-17
583	10	Giacobbe	Ferretti	1992-11-23	HVJZDQ62U19A676R	2021-02-02	620615	vitali.costanzo@bianco.com	2025-07-17
6	70	Patrizio	Greco	1992-11-15	RHYNRD88R06H626Y	2018-12-05	620038	donati.evangelista@yahoo.com	2025-07-17
3154	17	Alessandro	Milani	1992-11-14	ZEQKPY82A21K665U	2019-03-17	623186	aroldo.montanari@sorrentino.it	2025-07-17
2027	16	Elsa	Sartori	1992-11-13	SCMNFI19R21V654G	2021-02-05	622059	isabel80@esposito.org	2025-07-17
1334	2	Mirco	Marino	1992-11-08	AJLMFF17R74E282S	2020-07-17	621366	bmazza@riva.it	2025-07-17
369	64	Guendalina	Bianco	1992-11-05	CKTBDE80S99Y057D	2019-06-04	620401	silverio.vitali@hotmail.com	2025-07-17
2182	73	Tancredi	Donati	1992-11-04	OKAYYD67Q67A646K	2019-05-08	622214	cassiopea.serra@morelli.com	2025-07-17
2691	26	Mariapia	Rossetti	1992-11-02	MIAHPR40N69R173D	2020-03-20	622723	qferri@gentile.com	2025-07-17
2560	75	Kayla	Gentile	1992-11-01	ZHEKIG50L21A775Z	2020-09-14	622592	russo.giacinta@montanari.it	2025-07-17
2198	22	Damiana	Silvestri	1992-10-30	PNAKJK86G75D658C	2021-01-02	622230	neri.bettino@basile.it	2025-07-17
639	17	Rita	Gentile	1992-10-27	GPEXRO85W22D251K	2020-03-19	620671	zaccaria.bianchi@lombardi.com	2025-07-17
1414	30	Soriana	Sala	1992-10-25	YJPLPN91W65T115U	2019-05-20	621446	noel.rizzo@bruno.com	2025-07-17
4752	27	Noel	Pagano	1992-10-25	GEXGDX15I38G463H	2020-02-13	624784	deangelis.quirino@yahoo.it	2025-07-17
3185	29	Ivonne	Donati	1992-10-24	CZNHIO48N86J069C	2020-03-06	623217	costantini.antonio@yahoo.com	2025-07-17
1831	44	Renzo	Riva	1992-10-23	NVNCWK18C64U685G	2019-12-08	621863	ulrico62@yahoo.com	2025-07-17
3382	6	Lia	Basile	1992-10-21	TTISEM62W10N665U	2020-05-26	623414	ferdinando.bellini@farina.com	2025-07-17
3978	50	Lucia	De Angelis	1992-10-19	BJTCDT26F61R162V	2019-09-09	624010	yago.bianco@damico.net	2025-07-17
1616	72	Luce	Lombardo	1992-10-19	HXCNLZ29W03Z307Y	2018-12-12	621648	elda96@gmail.com	2025-07-17
4849	46	Siro	Martinelli	1992-10-18	GASOEV97T11Z835F	2019-03-05	624881	teseo.sartori@marini.it	2025-07-17
3449	74	Gerlando	Palmieri	1992-10-16	USEWDT86N52L169V	2019-09-10	623481	ulrico31@email.it	2025-07-17
4749	13	Sarita	Benedetti	1992-10-16	SYWNMN12A03K433F	2021-06-07	624781	yago.farina@costa.com	2025-07-17
3442	53	Giacinto	Conte	1992-10-13	NBHXBG13G22R985L	2020-08-25	623474	drinaldi@negri.it	2025-07-17
1468	53	Giacinta	Vitali	1992-10-13	UYGWJK22Z97O989H	2021-05-29	621500	grusso@gmail.com	2025-07-17
1893	66	Noemi	Ferri	1992-10-09	PVMYBL19O34E220O	2020-08-03	621925	xorlando@gatti.com	2025-07-17
4379	6	Alessandro	Mancini	1992-10-07	FPIQOE28B46N598T	2020-02-07	624411	rebecca89@giuliani.org	2025-07-17
3588	61	Donatella	Monti	1992-10-05	MJDAOW33Y68F529G	2020-06-06	623620	ivonne.martino@email.it	2025-07-17
3190	45	Danthon	Longo	1992-10-04	DGVFSY57C58F992S	2018-06-12	623222	sarita.caputo@santoro.it	2025-07-17
3899	73	Giorgio	Rossetti	1992-10-03	GKDXKB29S79D194A	2020-11-11	623931	kcostantini@marini.it	2025-07-17
1041	64	Ulrico	Fontana	1992-09-29	QVGEVS57M68F719O	2019-09-19	621073	vserra@yahoo.com	2025-07-17
2068	67	Gianriccardo	Battaglia	1992-09-26	PHRJDC33U23Y958O	2020-09-14	622100	edeluca@libero.it	2025-07-17
1084	13	Bortolo	Montanari	1992-09-25	QIDYZG37K48A154N	2019-01-08	621116	gesposito@grasso.it	2025-07-17
4497	5	Kociss	Palumbo	1992-09-25	FSMTKI64X60A419V	2020-02-15	624529	serra.zelida@neri.com	2025-07-17
3865	53	Romeo	Parisi	1992-09-24	DZZBLP33Q36H802P	2020-10-16	623897	cira76@libero.it	2025-07-17
3501	50	Ermes	Giuliani	1992-09-20	SYPJIA54I48X405P	2019-01-01	623533	palumbo.helga@gmail.com	2025-07-17
2215	69	Noemi	Messina	1992-09-16	YDKWYT07O30Y403X	2020-10-08	622247	joannes.desantis@gmail.com	2025-07-17
241	50	Tosca	Romano	1992-09-14	BTMGMO33I90G446O	2018-06-12	620273	gderosa@libero.it	2025-07-17
3582	67	Trevis	Gentile	1992-09-09	MOMWCT19I78J543D	2020-09-04	623614	fatima24@email.it	2025-07-17
4092	39	Ciro	Palmieri	1992-09-08	CNFZRS43A52R369E	2020-10-04	624124	qbernardi@conti.it	2025-07-17
397	11	Albino	Morelli	1992-09-08	SXGYAU28H86R958J	2020-05-07	620429	fulvio.ferri@yahoo.it	2025-07-17
592	21	Artemide	Montanari	1992-09-08	UIZEXY75S54U740B	2020-06-10	620624	bgrassi@yahoo.com	2025-07-17
1615	59	Laerte	Costantini	1992-09-07	AOLROR43A98D189A	2018-08-22	621647	qmorelli@gmail.com	2025-07-17
717	14	Luce	Caruso	1992-09-07	HQGIEL04A32M754Z	2018-07-13	620749	drusso@conte.net	2025-07-17
4367	9	Nicoletta	Parisi	1992-09-06	LJCAEQ70K58K517A	2020-10-26	624399	lorenzo.messina@libero.it	2025-07-17
3935	26	Maruska	Rinaldi	1992-09-04	LDZZWE61I95R768R	2019-12-06	623967	bruno.caio@romano.it	2025-07-17
2209	55	Naomi	Coppola	1992-08-30	NLMXMA61Z91E938E	2019-07-05	622241	oretta.russo@libero.it	2025-07-17
3516	61	Danuta	Coppola	1992-08-27	DFCTKM66G58L229F	2019-11-10	623548	zaccaria.coppola@monti.com	2025-07-17
3775	29	Nestore	Sorrentino	1992-08-27	NJATPC50Z80O167B	2019-07-18	623807	xrizzi@yahoo.com	2025-07-17
784	49	Giancarlo	Longo	1992-08-25	GLNUBQ74E81K483U	2019-03-09	620816	lucia.ferrari@gmail.com	2025-07-17
3371	28	Tazio	Conte	1992-08-24	NCDZEQ24X19U020A	2020-09-26	623403	deluca.arduino@yahoo.it	2025-07-17
2595	43	Assia	Palmieri	1992-08-23	GAXWTR36S04D505M	2018-07-03	622627	silvano54@yahoo.com	2025-07-17
3946	18	Bacchisio	Barone	1992-08-18	HYPIFY35R37G494P	2018-10-29	623978	fabio.damico@marchetti.org	2025-07-17
276	22	Loretta	Milani	1992-08-17	XUCYDD57A33O659P	2018-09-01	620308	rvalentini@giordano.com	2025-07-17
2087	11	Ursula	Ferrari	1992-08-14	WAENBZ71E35C525Q	2020-01-16	622119	eriva@marino.com	2025-07-17
2465	13	Demis	Rinaldi	1992-08-13	AQCPCL41J43L864J	2018-07-27	622497	guerra.penelope@email.it	2025-07-17
1784	30	Luigi	Carbone	1992-08-12	PQJTLZ67T76W224K	2019-03-08	621816	slombardo@costantini.net	2025-07-17
1574	52	Luce	De luca	1992-08-07	SMLZAB33A93R792K	2020-05-12	621606	greco.maggiore@yahoo.it	2025-07-17
2566	43	Nabil	Guerra	1992-08-06	CTOEXQ89K80Y646A	2019-02-26	622598	clodovea.donati@messina.net	2025-07-17
3792	53	Marina	Martino	1992-08-06	LWNASX06V45Y584S	2019-05-25	623824	nunzia89@monti.it	2025-07-17
4397	8	Ruth	Santoro	1992-08-03	XXPRCY91Q21B389S	2020-11-22	624429	umberto41@martino.com	2025-07-17
2533	65	Ileana	Rizzo	1992-08-02	VDZMPY80Z62U929Q	2018-09-09	622565	diana.barbieri@email.it	2025-07-17
1103	55	Nick	Coppola	1992-07-24	PTEAXV05O01E641A	2021-06-03	621135	orlando.sesto@email.it	2025-07-17
3186	8	Nunzia	Donati	1992-07-22	FSPPOR64T67M574B	2021-01-25	623218	giobbe.damico@hotmail.com	2025-07-17
1155	35	Luce	Barbieri	1992-07-22	CLBZBQ07W65T989N	2020-09-09	621187	sesto.gentile@yahoo.com	2025-07-17
3967	69	Carmela	Donati	1992-07-21	ICEMWS60J97E298Z	2018-06-27	623999	ione17@hotmail.com	2025-07-17
2272	55	Oretta	Mazza	1992-07-18	GZLPRU25A40N322E	2019-09-24	622304	domiziano.rossetti@marino.it	2025-07-17
4176	47	Hector	Coppola	1992-07-17	ENWIHW92O44R877Q	2019-12-21	624208	lino.deangelis@gmail.com	2025-07-17
209	62	Jari	Sorrentino	1992-07-16	AVGWSZ36T79J985P	2018-08-01	620241	furio.conti@caruso.it	2025-07-17
22	46	Ian	Farina	1992-07-15	XWHJYE72N37M133A	2021-03-02	620054	valentini.vera@libero.it	2025-07-17
1789	72	Marianita	D'amico	1992-07-12	ADECIO53B18L492B	2021-05-04	621821	nunzia96@rossi.com	2025-07-17
3011	24	Danthon	Carbone	1992-07-12	OHIZNS15H25D009Z	2021-04-23	623043	egisto23@yahoo.it	2025-07-17
750	62	Miriana	Greco	1992-07-12	WHQBRV49H78G909C	2019-01-30	620782	mariani.miriam@hotmail.com	2025-07-17
3997	32	Zelida	Santoro	1992-07-10	CAFFHQ66Z69E246V	2020-03-11	624029	rocco23@gentile.it	2025-07-17
4908	61	Brigitta	Greco	1992-07-07	QOIGMW26Q00A534E	2020-02-04	624940	jacopo.vitali@greco.it	2025-07-17
2882	39	Elsa	Ferrari	1992-07-07	NEWHFC34Z68M299E	2020-09-25	622914	iruggiero@email.it	2025-07-17
137	75	Lidia	Villa	1992-07-05	IPMTXW55D78X534X	2020-02-25	620169	kpagano@martino.it	2025-07-17
3199	5	Quarto	Ferraro	1992-07-05	LKZQEU97I09Z118V	2019-06-10	623231	vera61@hotmail.com	2025-07-17
3774	14	Kai	Donati	1992-07-03	PXIMAE30I20P794L	2019-11-28	623806	soriana41@amato.com	2025-07-17
2036	59	Fabio	Ferrara	1992-06-27	WONHMB09Q88S489A	2020-11-17	622068	derosa.rodolfo@grasso.org	2025-07-17
2999	39	Marieva	Vitale	1992-06-24	JLSUEN32G04M710F	2019-01-14	623031	elsa.silvestri@email.it	2025-07-17
455	18	Lisa	Ferrara	1992-06-23	JPLDJO70U59Q752C	2020-01-22	620487	worlando@email.it	2025-07-17
3670	27	Rebecca	Giordano	1992-06-18	BAHYWW22X73E831K	2021-06-04	623702	vania96@yahoo.it	2025-07-17
4716	52	Emidio	Milani	1992-06-16	NGECWN61R54B560I	2019-09-09	624748	shaira.sorrentino@mariani.com	2025-07-17
1304	54	Nayade	Carbone	1992-06-16	ZFZQPP51Z66Z635J	2020-12-21	621336	baldassarre53@marchetti.org	2025-07-17
4754	36	Dimitri	D'amico	1992-06-09	NACQHL67Q52R618T	2019-10-27	624786	rsanna@hotmail.com	2025-07-17
1170	57	Sabino	Esposito	1992-06-07	ELVEMK50C35O703R	2019-07-14	621202	rosaria.marino@hotmail.com	2025-07-17
548	60	Sabino	Ferri	1992-06-05	UQWEKO97Y46N613Q	2019-09-21	620580	fernando61@yahoo.com	2025-07-17
3729	47	Maggiore	Messina	1992-06-02	UUYYHA32K03L995Y	2019-12-05	623761	dsala@giordano.it	2025-07-17
834	50	Rebecca	Palmieri	1992-05-26	IEHLLX59K29R687G	2019-04-16	620866	filomena.bruno@palmieri.com	2025-07-17
412	61	Nico	Palumbo	1992-05-25	HRGIIA26D80H188P	2019-07-20	620444	usartori@hotmail.com	2025-07-17
254	63	Genziana	Palumbo	1992-05-23	GGMOOF35U33L424L	2020-09-28	620286	blongo@galli.com	2025-07-17
1863	62	Odino	De Santis	1992-05-21	PROWFW25V18Z435X	2018-12-29	621895	deborah.negri@palumbo.net	2025-07-17
2226	29	Augusto	Palumbo	1992-05-20	XXRVBO47H83T016C	2020-06-12	622258	bianco.manfredi@hotmail.com	2025-07-17
1331	62	Nicoletta	Villa	1992-05-17	XXQRIY28F45Y472U	2020-04-07	621363	amato.giancarlo@piras.com	2025-07-17
1559	21	Tristano	Ferrari	1992-05-15	GTMUHK13U13H014B	2021-05-14	621591	mirko.coppola@gmail.com	2025-07-17
313	20	Ursula	Conti	1992-05-15	VAAJHI49N00T181L	2018-10-21	620345	cassiopea32@barbieri.com	2025-07-17
4556	37	Gilda	Vitale	1992-05-12	WCWMUF65Y07G529Z	2018-07-13	624588	caruso.arduino@yahoo.it	2025-07-17
1299	22	Cristyn	Valentini	1992-05-06	QENQSI58Y79E797W	2020-05-12	621331	xcarbone@yahoo.com	2025-07-17
444	66	Zelida	Donati	1992-05-05	MWISMI82O52J185U	2019-07-13	620476	cfabbri@romano.org	2025-07-17
1845	16	Isabel	Fontana	1992-05-04	IVSISO62U04K284W	2020-03-03	621877	mauro52@gmail.com	2025-07-17
2759	69	Grazia	Palmieri	1992-05-02	QCMLDF58T01Q926T	2021-01-24	622791	lfabbri@gmail.com	2025-07-17
2832	36	Fortunata	Bianco	1992-04-29	TBMMUW29I20N840G	2019-04-18	622864	jarno.esposito@yahoo.com	2025-07-17
123	9	Guendalina	Esposito	1992-04-25	IILUHM21X87A951K	2019-10-05	620155	lucrezia74@yahoo.com	2025-07-17
4773	19	Silverio	Mazza	1992-04-20	ZUNPYB98K82G057Z	2020-01-27	624805	rebecca.deluca@costantini.it	2025-07-17
4019	56	Tristano	Pellegrini	1992-04-13	OMOYMW69W06Z924K	2020-08-21	624051	caruso.cira@hotmail.com	2025-07-17
3525	51	Monia	Milani	1992-04-12	OXDCYJ74V47Z119E	2018-07-31	623557	wdonati@hotmail.com	2025-07-17
4692	58	Fabiano	Caruso	1992-04-07	JYTSXG63W28D283W	2019-01-22	624724	trevis.pellegrini@gmail.com	2025-07-17
3782	58	Amos	Negri	1992-03-29	EHSRLE96Y01N132M	2020-07-31	623814	giobbe.ferretti@hotmail.com	2025-07-17
4542	67	Renato	Battaglia	1992-03-26	JVGHEI21D25J591Z	2019-06-05	624574	namato@email.it	2025-07-17
967	31	Dimitri	Santoro	1992-03-26	GAISMW44L69K223R	2019-03-15	620999	iacopo.longo@libero.it	2025-07-17
93	13	Isabel	Gatti	1992-03-23	LEUQNX12I80U916J	2020-05-21	620125	basile.mariapia@yahoo.com	2025-07-17
3491	17	Michael	Lombardi	1992-03-23	RYHWIJ56Y70B758S	2019-06-11	623523	rizzo.noah@palmieri.it	2025-07-17
2487	33	Tolomeo	Silvestri	1992-03-21	AZIDQI58K86T834H	2018-06-15	622519	bianco.giulietta@yahoo.it	2025-07-17
1839	56	Maika	Villa	1992-03-18	PGUYEY84Q11M449Z	2020-07-26	621871	jelena.piras@gallo.org	2025-07-17
4889	4	Primo	Rinaldi	1992-03-18	XMVVRO64V68X921V	2018-11-29	624921	germano55@messina.com	2025-07-17
1420	2	Vitalba	Costa	1992-03-17	JAIWBV33J65B859R	2020-03-08	621452	nicoletta81@gmail.com	2025-07-17
14	40	Marieva	Pellegrino	1992-03-16	KZXTXV35S98R279X	2019-12-27	620046	primo.marchetti@gmail.com	2025-07-17
2095	48	Luce	Galli	1992-03-15	XABSQH71L22D074V	2019-06-05	622127	mariagiulia92@libero.it	2025-07-17
2799	4	Jelena	Milani	1992-03-13	VEGHBK81H52Q797H	2018-12-21	622831	ferretti.donatella@email.it	2025-07-17
1503	58	Modesto	Damico	1992-03-08	OICZNL91F11V562U	2020-01-25	621535	coppola.loredana@valentini.it	2025-07-17
315	11	Ausonio	Bianco	1992-03-02	DPUGFB45A04T773O	2021-06-03	620347	giancarlo20@riva.com	2025-07-17
1036	3	Gabriele	Martino	1992-02-29	GBFOBE07W04R498Z	2020-06-13	621068	irene93@gmail.com	2025-07-17
2204	7	Dindo	Costantini	1992-02-27	WYHVSY75N72K560W	2020-11-16	622236	scarbone@sorrentino.net	2025-07-17
4182	56	Egidio	Benedetti	1992-02-22	MHEGPE82O29K692X	2018-07-09	624214	clea.riva@email.it	2025-07-17
960	31	Giulietta	Conti	1992-02-21	KUHGMQ10P74C677U	2020-05-26	620992	rebecca10@libero.it	2025-07-17
328	72	Romolo	Martini	1992-02-16	MNRRYP86E71L529Z	2019-11-23	620360	tosca34@libero.it	2025-07-17
774	55	Edvige	Bellini	1992-02-15	GHOGMJ16J90G770C	2019-12-04	620806	kayla44@yahoo.it	2025-07-17
1475	28	Flaviana	Rinaldi	1992-02-13	WQLMGO84Y04W936X	2019-06-14	621507	sibilla90@giuliani.it	2025-07-17
4734	57	Soriana	Ruggiero	1992-02-12	XDTNZX39A24A113W	2019-08-12	624766	michele68@yahoo.com	2025-07-17
2396	48	Eliziario	Coppola	1992-02-08	KCBWNY96K67L909R	2019-04-23	622428	shaira.pagano@rossi.it	2025-07-17
2256	50	Sarita	Messina	1992-02-08	BTZIDY95E26H665L	2019-05-01	622288	wcattaneo@hotmail.com	2025-07-17
1813	21	Timoteo	Martino	1992-02-05	KQTPAM73U35E569J	2018-11-19	621845	carmela61@yahoo.com	2025-07-17
2001	54	Samuel	Ferrari	1992-02-03	WUUMDF81P49Q370J	2021-02-16	622033	marini.alessio@testa.it	2025-07-17
296	38	Rosalba	Farina	1992-02-01	DZQIKM26F39U036L	2019-06-11	620328	costantini.joshua@libero.it	2025-07-17
1614	2	Osea	Ferretti	1992-01-28	GNPEAL57N37W183M	2018-08-01	621646	ferraro.marina@hotmail.com	2025-07-17
2620	72	Elga	Pellegrini	1992-01-27	KAQMRS63S05G027G	2018-12-10	622652	fabiano74@yahoo.it	2025-07-17
2740	36	Maruska	Milani	1992-01-26	UNMXWT23L95J443C	2018-08-19	622772	jpalumbo@marino.com	2025-07-17
3197	69	Carmela	Morelli	1992-01-24	EYSTHG20C53E302Y	2019-03-30	623229	isabel70@libero.it	2025-07-17
3843	56	Dylan	Conte	1992-01-23	AICPIT91J18K256V	2020-01-28	623875	ivonne.vitali@monti.org	2025-07-17
1968	25	Noel	Greco	1992-01-22	HICVXK96N26Q985A	2019-12-05	622000	jruggiero@yahoo.it	2025-07-17
630	24	Nayade	Benedetti	1992-01-22	NYQBUB49J31M741S	2020-12-05	620662	marieva.caputo@fiore.it	2025-07-17
2432	23	Lia	Lombardi	1992-01-14	ZGXBUD84Z18T290X	2020-04-19	622464	damiano96@sanna.it	2025-07-17
3259	8	Eliziario	Conti	1992-01-12	JLAVFC91E78S479V	2020-03-08	623291	brizzi@riva.it	2025-07-17
4806	16	Zelida	Bianco	1992-01-10	YGPYKR00M48U227J	2018-08-25	624838	brossetti@email.it	2025-07-17
2140	9	Alighieri	D'amico	1992-01-08	SOKDSI74O47M517K	2019-01-27	622172	ccostantini@costa.net	2025-07-17
1899	48	Edvige	Rossetti	1992-01-07	UUSABD86Q90E133M	2020-06-13	621931	conti.giulietta@yahoo.com	2025-07-17
3660	44	Furio	Greco	1992-01-07	KWSJCJ30W03E937B	2019-05-06	623692	ortensia.lombardo@gmail.com	2025-07-17
959	10	Olimpia	Pagano	1992-01-06	IGJDXU90P70H003U	2021-03-10	620991	damico.rocco@gmail.com	2025-07-17
2534	25	Muzio	Bruno	1992-01-04	KSHTRE72Y04Y838M	2021-05-12	622566	palmieri.marianita@yahoo.com	2025-07-17
2868	71	Costantino	Morelli	1992-01-03	IYOGNE25B96B187Y	2020-09-18	622900	mancini.sasha@yahoo.it	2025-07-17
660	36	Selvaggia	Rossi	1991-12-28	QVBQHV40K30X755L	2019-02-19	620692	romano.pablo@martino.it	2025-07-17
4109	26	Aaron	Esposito	1991-12-25	FZYIAS77B37H221U	2021-05-12	624141	aaron.coppola@yahoo.com	2025-07-17
4476	42	Grazia	Lombardi	1991-12-24	VVYOSB75A58M485E	2021-04-26	624508	dserra@email.it	2025-07-17
4396	69	Raoul	Neri	1991-12-23	LVYDZH05J44S993G	2018-07-13	624428	basile.radio@russo.com	2025-07-17
2062	40	Brigitta	Fontana	1991-12-20	BRXPWS86Y05T842Y	2019-07-19	622094	gavino.serra@fabbri.com	2025-07-17
664	22	Elio	Bianco	1991-12-20	HQUWTV69Z43O244S	2019-05-05	620696	psilvestri@yahoo.it	2025-07-17
2111	71	Sibilla	Milani	1991-12-20	QZNNOI10I05M130C	2019-09-04	622143	rossi.lorenzo@testa.org	2025-07-17
1820	12	Clea	Valentini	1991-12-19	EXETVN78I00F254V	2020-08-16	621852	rizzi.kayla@ruggiero.org	2025-07-17
3903	69	Iacopo	Rizzo	1991-12-19	ZBZCBI99W47T452S	2018-12-15	623935	rizzo.nayade@hotmail.com	2025-07-17
2524	34	Piersilvio	Testa	1991-12-17	VZDXVF21T94U230J	2021-01-07	622556	bibiana37@yahoo.com	2025-07-17
2231	50	Guido	Pagano	1991-12-10	OSOFOH77Y91Z701K	2019-02-05	622263	zmilani@yahoo.com	2025-07-17
3982	36	Noemi	Bianchi	1991-12-10	URBOWK61C39K607J	2020-06-01	624014	violante40@martini.com	2025-07-17
4004	51	Fatima	Mazza	1991-12-09	GIJJCC08F46I944J	2018-12-13	624036	conti.selvaggia@ferrara.it	2025-07-17
3530	41	Fabio	Barbieri	1991-12-08	UUAKOV67A59B032F	2021-05-24	623562	ruggiero.silvano@email.it	2025-07-17
865	57	Enrica	Battaglia	1991-12-05	AXCMAD86X54Q033X	2020-07-17	620897	costantini.penelope@hotmail.com	2025-07-17
4105	71	Ortensia	Pellegrino	1991-12-02	LZMCMW18Y54U226K	2018-10-10	624137	mderosa@gmail.com	2025-07-17
1263	73	Noah	Battaglia	1991-11-30	RTNKDR63U98N135L	2020-08-01	621295	rmontanari@yahoo.it	2025-07-17
4723	4	Kociss	Amato	1991-11-27	MCJRVQ42B03H335Z	2019-12-14	624755	maristella.derosa@hotmail.com	2025-07-17
1286	52	Donatella	D'angelo	1991-11-25	QQBGIJ24F08I076I	2019-11-27	621318	fiorentino15@libero.it	2025-07-17
955	51	Gianmaria	Sorrentino	1991-11-24	PCDWKY50L65G065L	2021-04-24	620987	dguerra@yahoo.com	2025-07-17
4627	74	Fulvio	Vitale	1991-11-23	SATGZU00Q16L769J	2020-08-24	624659	zcaruso@yahoo.com	2025-07-17
2112	40	Nadir	Moretti	1991-11-18	FPAZUG53V98F197T	2021-04-05	622144	lucrezia.esposito@yahoo.com	2025-07-17
3108	71	Lisa	Morelli	1991-11-16	FWSRNE89V70Q749P	2019-10-22	623140	longo.shaira@hotmail.com	2025-07-17
2338	66	Giacinta	Riva	1991-11-16	ONTIQM03B24B417G	2019-06-18	622370	giordano.celeste@gmail.com	2025-07-17
1462	52	Mirco	Mancini	1991-11-13	WZEMBR28L90N242E	2020-02-24	621494	wdamico@gmail.com	2025-07-17
3293	4	Demi	Bianchi	1991-11-12	CLUAJG96N26N873O	2020-11-19	623325	gregorio.lombardi@hotmail.com	2025-07-17
145	12	Ermes	Colombo	1991-11-01	ZPQFXH75S91Z947V	2018-06-19	620177	giancarlo.neri@ferrara.com	2025-07-17
2986	70	Audenico	Villa	1991-11-01	NPABID56P47S408T	2020-12-02	623018	xmartino@gmail.com	2025-07-17
