id	degree_id	name	surname	date_of_birth	fiscal_code	enrolment_date	registration_number	email	degree_name	department_name
1584	69	Loretta	Basile	1996-04-30	GJJQPQ78Z82G462A	2021-03-18	621616	marco.longo@romano.it	Corso di Laurea in Lettere	Dipartimento di Studi linguistici e letterari
2006	11	Manfredi	Basile	1974-01-03	ZIGMSU53H44W254C	2020-05-24	622038	erminia62@bellini.net	Corso di Laurea in Astronomia	Dipartimento di Fisica e astronomia
4188	65	Mariagiulia	Basile	1982-08-14	IXZKMS26W01R706B	2020-08-04	624220	sibilla03@yahoo.com	Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	Dipartimento di Scienze politiche, giuridiche e studi internazionali
856	8	Marieva	Basile	1994-10-16	EQETXB13Y02G267G	2021-04-29	620888	damico.doriana@sorrentino.net	Corso di Laurea Magistrale in Biologia sanitaria	Dipartimento di Biologia
1852	17	Marvin	Basile	1972-05-28	YUYGHR97A99Z756I	2019-02-15	621884	rebecca77@yahoo.it	Corso di Laurea in Ingegneria Edile - Architettura	Dipartimento di Ingegneria civile, edile e ambientale
3215	26	Mattia	Basile	1987-08-29	ITKXPV89P40N028V	2020-04-30	623247	giovanna73@hotmail.com	Corso di Laurea Magistrale in Ingegneria Informatica	Dipartimento di Ingegneria dell'informazione
3026	62	Mauro	Basile	1990-04-05	LEKHVY04S26L005I	2019-11-13	623058	clodovea77@libero.it	Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	Dipartimento di Scienze politiche, giuridiche e studi internazionali
887	6	Monia	Basile	1973-04-20	RVNJHA79H31G135A	2019-12-10	620919	lsantoro@gmail.com	Corso di Laurea Magistrale in Biologia marina	Dipartimento di Biologia
4764	47	Quirino	Basile	1979-11-16	CVGPDV06J63H828B	2019-08-20	624796	gianmarco25@gmail.com	Corso di Laurea in Scienza dei Materiali	Dipartimento di Scienze chimiche
2664	45	Raoul	Basile	2001-12-01	VSMIIG48R38J385U	2019-02-22	622696	vbellini@mazza.it	Corso di Laurea in Chimica	Dipartimento di Scienze chimiche
1485	56	Rosita	Basile	1996-11-30	GUSXNY33V46X610C	2020-07-29	621517	giuliani.adriano@gatti.it	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
3725	75	Rudy	Basile	1984-10-18	ZRUXCO27L62A564E	2020-02-07	623757	omar.mazza@rinaldi.com	Corso di Laurea Magistrale in Strategie di Comunicazione	Dipartimento di Studi linguistici e letterari
3180	72	Ruth	Basile	1999-10-07	PIDBRZ25I10M298H	2019-08-08	623212	palmieri.lazzaro@gmail.com	Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	Dipartimento di Studi linguistici e letterari
2080	59	Sarita	Basile	2001-06-16	CVFCPR29C34X391N	2021-05-25	622112	deangelis.maruska@santoro.net	Corso di Laurea in Scienze Politiche	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2091	11	Sarita	Basile	1971-06-29	YKWJBW80V11Y286E	2020-09-18	622123	piccarda.rizzi@yahoo.com	Corso di Laurea in Astronomia	Dipartimento di Fisica e astronomia
831	32	Sasha	Basile	1987-08-10	FYQAVI18B74V825R	2021-01-26	620863	artemide.messina@guerra.net	Corso di Laurea in Dietistica	Dipartimento di Medicina
4697	20	Selvaggia	Basile	1995-08-31	FZMNRD33T49X003N	2019-06-03	624729	fontana.felicia@serra.org	Corso di Laurea in Ingegneria Informatica	Dipartimento di Ingegneria dell'informazione
3495	14	Sibilla	Basile	1995-08-31	QMWEFH87J40S233R	2021-05-22	623527	osvaldo74@marini.it	Corso di Laurea Magistrale in Fisica	Dipartimento di Fisica e astronomia
116	33	Soriana	Basile	1985-05-19	UMNRBK79G29K555O	2019-11-16	620148	pbianco@guerra.com	Corso di Laurea in Infermieristica	Dipartimento di Medicina
853	55	Tancredi	Basile	1984-05-22	UQPIDT01E20L400J	2019-06-20	620885	eferri@libero.it	Corso di Laurea Magistrale in Economics and Finance	Dipartimento di Scienze economiche e aziendali
2271	48	Terzo	Basile	1980-10-26	BOEBKA87A14N344A	2018-06-14	622303	primo43@yahoo.com	Corso di Laurea in Scienze e Tecnologie per l'Ambiente	Dipartimento di Scienze chimiche
4121	12	Timothy	Basile	1984-12-08	VMHFFJ93I24D864P	2018-11-13	624153	grusso@yahoo.it	Corso di Laurea in Fisica	Dipartimento di Fisica e astronomia
3695	34	Assia	Battaglia	1985-02-28	IOLNTF81Y39R784C	2020-05-13	623727	derosa.lia@gmail.com	Corso di Laurea in Tecniche di Laboratorio Biomedico	Dipartimento di Medicina
785	18	Clea	Battaglia	1972-11-23	EUBOKX70R48E528S	2019-10-25	620817	neri.ulrico@lombardo.net	Corso di Laurea Magistrale in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
101	75	Cleopatra	Battaglia	1985-06-15	LTNWLQ50J39E699Y	2019-06-22	620133	nicoletta.messina@barone.it	Corso di Laurea Magistrale in Strategie di Comunicazione	Dipartimento di Studi linguistici e letterari
1833	21	Cristyn	Battaglia	1976-02-22	TZAMNQ49Y76C978S	2019-04-18	621865	aroldo00@valentini.it	Corso di Laurea in Ingegneria Biomedica	Dipartimento di Ingegneria dell'informazione
1869	47	Domingo	Battaglia	1991-09-11	NCAMAF74I63G616D	2020-12-31	621901	arduino.bianchi@libero.it	Corso di Laurea in Scienza dei Materiali	Dipartimento di Scienze chimiche
567	65	Dylan	Battaglia	1999-05-09	JCVDWM07C61D107Y	2020-11-23	620599	rebecca43@messina.com	Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	Dipartimento di Scienze politiche, giuridiche e studi internazionali
4739	40	Emanuel	Battaglia	2002-02-27	BFYVFV80A12L357A	2020-02-27	624771	tpalmieri@email.it	Corso di Laurea in Igiene Dentale	Dipartimento di Neuroscienze
865	57	Enrica	Battaglia	1991-12-05	AXCMAD86X54Q033X	2020-07-17	620897	costantini.penelope@hotmail.com	Corso di Laurea Magistrale in Economia e Diritto	Dipartimento di Scienze economiche e aziendali
285	1	Eriberto	Battaglia	2001-11-26	SBLDVS88W97H267Q	2018-12-14	620317	kfabbri@longo.com	Corso di Laurea in Biologia	Dipartimento di Biologia
2716	24	Eriberto	Battaglia	1984-05-12	XXZBLL52R73A284M	2020-09-13	622748	hector08@conte.net	Corso di Laurea Magistrale in Ingegneria dell'Automazione	Dipartimento di Ingegneria dell'informazione
2967	27	Erminia	Battaglia	1985-05-10	BXOZGI72U53P586G	2019-07-10	622999	olimpia.fontana@moretti.it	Corso di Laurea Magistrale in Cybersecurity	Dipartimento di Ingegneria dell'informazione
4466	41	Fernando	Battaglia	1997-05-21	XJPDKJ36Y21R317G	2020-05-14	624498	idamico@donati.it	Corso di Laurea in Logopedia	Dipartimento di Neuroscienze
1687	71	Furio	Battaglia	1990-10-30	PXAVGZ01W97G783R	2019-02-06	621719	gianriccardo.mariani@yahoo.com	Corso di Laurea Magistrale in Filologia Moderna	Dipartimento di Studi linguistici e letterari
342	1	Gastone	Battaglia	1986-12-02	CLOHTH84V35K013Z	2021-05-10	620374	galli.cecco@yahoo.it	Corso di Laurea in Biologia	Dipartimento di Biologia
2068	67	Gianriccardo	Battaglia	1992-09-26	PHRJDC33U23Y958O	2020-09-14	622100	edeluca@libero.it	Corso di Laurea in Statistica per le Tecnologie e le Scienze	Dipartimento di Scienze statistiche
1480	48	Giobbe	Battaglia	1973-01-30	TTOHII21W15B031F	2018-12-08	621512	joseph50@libero.it	Corso di Laurea in Scienze e Tecnologie per l'Ambiente	Dipartimento di Scienze chimiche
734	42	Giorgio	Battaglia	1993-01-27	MDJLCW80I27X788C	2021-01-09	620766	sala.cleopatra@email.it	Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	Dipartimento di Neuroscienze
4451	39	Harry	Battaglia	1985-05-26	TMRCFN52K61Y911O	2018-09-29	624483	jelena22@basile.it	Corso di Laurea in Fisioterapia	Dipartimento di Neuroscienze
112	31	Ione	Battaglia	1977-05-13	LZUMQF82A79W296M	2020-07-08	620144	carbone.bettino@moretti.it	Corso di Laurea Magistrale in Informatica	Dipartimento di Matematica
2318	35	Jacopo	Battaglia	1977-10-23	QJGSLY62G01W589X	2019-04-24	622350	ileana.carbone@amato.it	Corso di Laurea in Tecniche di Radiologia Medica	Dipartimento di Medicina
825	62	Jarno	Battaglia	1986-09-02	AEYNNK73X00F188G	2021-01-13	620857	radames.leone@guerra.it	Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2002	49	Jole	Battaglia	1998-03-19	BEKYQP19O01Y099I	2020-11-21	622034	lucia76@gmail.com	Corso di Laurea Magistrale in Chimica	Dipartimento di Scienze chimiche
3324	46	Joshua	Battaglia	1997-05-15	BDEJDO22Y57J267D	2019-05-06	623356	rebecca99@hotmail.com	Corso di Laurea in Chimica Industriale	Dipartimento di Scienze chimiche
954	42	Lorenzo	Battaglia	2002-03-04	DUSNAB39L98R404A	2019-10-09	620986	gatti.ione@riva.it	Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	Dipartimento di Neuroscienze
3267	70	Lucia	Battaglia	1998-02-26	DUOAMF73U09X922O	2018-10-21	623299	mbianchi@galli.com	Corso di Laurea in Lingue, Letterature e Mediazione Culturale	Dipartimento di Studi linguistici e letterari
4285	4	Maika	Battaglia	1991-05-06	FWWINR76Z29N455L	2020-02-26	624317	bianchi.ippolito@testa.com	Corso di Laurea in Scienze naturali	Dipartimento di Biologia
3747	25	Marzio	Battaglia	1977-07-27	OXRAFW37D67E113P	2019-08-22	623779	wrossetti@hotmail.com	Corso di Laurea Magistrale in Ingegneria Elettronica	Dipartimento di Ingegneria dell'informazione
2391	62	Monia	Battaglia	1984-10-15	ZOOAQI50U42D359Z	2019-07-13	622423	ugatti@libero.it	Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2122	57	Nabil	Battaglia	1999-03-28	MUYHBG82T80Z587W	2021-02-11	622154	hferrara@morelli.com	Corso di Laurea Magistrale in Economia e Diritto	Dipartimento di Scienze economiche e aziendali
3216	7	Nick	Battaglia	1982-01-26	WTWLJT92D03J182Z	2020-07-25	623248	kpagano@vitale.com	Corso di Laurea Magistrale in Biologia molecolare	Dipartimento di Biologia
143	49	Nico	Battaglia	1994-10-23	AFJUUW11D41P358B	2021-02-09	620175	bnegri@pellegrini.net	Corso di Laurea Magistrale in Chimica	Dipartimento di Scienze chimiche
1263	73	Noah	Battaglia	1991-11-30	RTNKDR63U98N135L	2020-08-01	621295	rmontanari@yahoo.it	Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	Dipartimento di Studi linguistici e letterari
1591	45	Pablo	Battaglia	1987-08-20	RCAADA40G07O529J	2018-06-25	621623	michael.fontana@yahoo.com	Corso di Laurea in Chimica	Dipartimento di Scienze chimiche
4430	1	Pericle	Battaglia	1983-11-29	ZRVEJD65M92O923Y	2019-08-06	624462	palumbo.kris@montanari.it	Corso di Laurea in Biologia	Dipartimento di Biologia
4751	30	Pietro	Battaglia	1978-06-19	WPBKHJ32Q75V938X	2021-06-02	624783	rinaldi.graziano@sorrentino.it	Corso di Laurea Magistrale in Matematica	Dipartimento di Matematica
4288	58	Primo	Battaglia	1972-05-19	ZIAWCC51C05A410U	2019-01-17	624320	audenico.conti@hotmail.com	Corso di Laurea in Diritto dell'Economia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
4542	67	Renato	Battaglia	1992-03-26	JVGHEI21D25J591Z	2019-06-05	624574	namato@email.it	Corso di Laurea in Statistica per le Tecnologie e le Scienze	Dipartimento di Scienze statistiche
2145	13	Rosaria	Battaglia	1999-03-27	MULVEU90Z38Y741K	2020-12-14	622177	demi91@yahoo.com	Corso di Laurea Magistrale in Astronomia	Dipartimento di Fisica e astronomia
1983	63	Sebastian	Battaglia	1984-04-20	IBROLX64L92Y141R	2019-10-08	622015	forlando@giuliani.com	Corso di Laurea Magistrale in Innovazione e Servizio Sociale	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3183	33	Timothy	Battaglia	1977-05-20	KNGYWA89S74R394B	2019-01-09	623215	hdesantis@carbone.net	Corso di Laurea in Infermieristica	Dipartimento di Medicina
1659	19	Tommaso	Battaglia	1989-11-14	ASUPHD34N22O024Q	2019-01-19	621691	riva.silvano@libero.it	Corso di Laurea in Ingegneria dell'Informazione	Dipartimento di Ingegneria dell'informazione
1580	70	Ulrico	Battaglia	1994-05-12	GMNCIU23O02E566O	2019-10-30	621612	villa.radio@palumbo.it	Corso di Laurea in Lingue, Letterature e Mediazione Culturale	Dipartimento di Studi linguistici e letterari
2413	27	Ursula	Battaglia	1986-04-03	RONHNR02L23W713D	2021-01-31	622445	rosaria72@yahoo.it	Corso di Laurea Magistrale in Cybersecurity	Dipartimento di Ingegneria dell'informazione
4218	61	Vania	Battaglia	1976-03-18	HJZJWQ34S07P749I	2019-11-28	624250	bianco.sebastian@libero.it	Corso di Laurea Magistrale in European and Global Studies	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2171	42	Vera	Battaglia	1977-02-23	SDMPWT35Z52L629I	2020-01-30	622203	conte.laura@yahoo.it	Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	Dipartimento di Neuroscienze
4563	38	Walter	Battaglia	1978-03-27	CNUHKE10O18M651N	2019-09-14	624595	danthon65@sala.it	Corso di Laurea in Educazione Professionale	Dipartimento di Neuroscienze
2152	38	Zelida	Battaglia	1971-11-02	YLEVZS52H42W491I	2018-12-05	622184	agallo@caruso.com	Corso di Laurea in Educazione Professionale	Dipartimento di Neuroscienze
3600	13	Alan	Bellini	1978-04-12	PVJVTW73X33Q693A	2019-02-12	623632	ethan.ferraro@caruso.net	Corso di Laurea Magistrale in Astronomia	Dipartimento di Fisica e astronomia
721	20	Alberto	Bellini	1988-06-15	OAGHQP48Z30P414B	2021-05-03	620753	kristel.negri@messina.org	Corso di Laurea in Ingegneria Informatica	Dipartimento di Ingegneria dell'informazione
976	36	Arcibaldo	Bellini	1987-02-16	NUWQRA46N15W881R	2020-10-25	621008	damiana.romano@ferri.com	Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	Dipartimento di Medicina
1031	45	Arcibaldo	Bellini	1986-10-26	JAHXKE92Q27S158L	2020-06-21	621063	zdesantis@libero.it	Corso di Laurea in Chimica	Dipartimento di Scienze chimiche
1765	3	Brigitta	Bellini	1987-01-21	PLVCXJ10S34Y993Q	2019-06-09	621797	evangelista.sala@villa.com	Corso di Laurea in Biotecnologie	Dipartimento di Biologia
3717	36	Cesidia	Bellini	1984-06-28	MCXSSG84K26D306B	2020-05-23	623749	mercedes78@pellegrino.it	Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	Dipartimento di Medicina
3868	69	Clea	Bellini	1990-05-30	PDGXXN04L56G048C	2021-02-21	623900	yago.moretti@yahoo.it	Corso di Laurea in Lettere	Dipartimento di Studi linguistici e letterari
4760	13	Cristyn	Bellini	1984-09-08	FFBHJC65T49B096D	2018-11-12	624792	farina.piccarda@email.it	Corso di Laurea Magistrale in Astronomia	Dipartimento di Fisica e astronomia
2276	31	Domingo	Bellini	1979-03-16	YURRTP01R34H468W	2018-10-19	622308	pgrassi@santoro.com	Corso di Laurea Magistrale in Informatica	Dipartimento di Matematica
774	55	Edvige	Bellini	1992-02-15	GHOGMJ16J90G770C	2019-12-04	620806	kayla44@yahoo.it	Corso di Laurea Magistrale in Economics and Finance	Dipartimento di Scienze economiche e aziendali
937	43	Elsa	Bellini	1996-02-28	KKZPPB30P18V909L	2021-01-22	620969	iesposito@romano.it	Corso di Laurea in Tecniche di Neurofisiopatologia	Dipartimento di Neuroscienze
594	11	Ettore	Bellini	1993-03-01	IYGHJS55D28Q857H	2020-04-08	620626	hbenedetti@serra.org	Corso di Laurea in Astronomia	Dipartimento di Fisica e astronomia
766	10	Fortunata	Bellini	1998-07-03	FGBSXF62R46B842E	2019-03-09	620798	npalmieri@galli.it	Corso di Laurea Magistrale in Scienze della natura	Dipartimento di Biologia
3925	56	Fulvio	Bellini	1987-01-21	WGZBCH22U78F291N	2020-09-03	623957	giorgio56@leone.com	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
2692	23	Graziano	Bellini	1977-07-21	AYAOJF83Z63Z374E	2019-11-21	622724	gpalumbo@hotmail.com	Corso di Laurea Magistrale in Bioingegneria	Dipartimento di Ingegneria dell'informazione
4094	58	Guendalina	Bellini	1976-03-20	SQGKJJ85T82A275U	2019-06-23	624126	marchetti.renato@riva.com	Corso di Laurea in Diritto dell'Economia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
4685	50	Guendalina	Bellini	1995-03-25	MCTITL34V48K375W	2020-03-05	624717	zpellegrino@email.it	Corso di Laurea Magistrale in Chimica Industriale	Dipartimento di Scienze chimiche
3070	17	Hector	Bellini	1993-04-07	RENOLA49N15R917L	2021-01-06	623102	tosca22@hotmail.com	Corso di Laurea in Ingegneria Edile - Architettura	Dipartimento di Ingegneria civile, edile e ambientale
595	15	Joey	Bellini	2002-05-30	IXUDHI68T95X097G	2020-06-07	620627	galli.manuele@marini.it	Corso di Laurea in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
3090	53	Loretta	Bellini	1999-09-02	WKUNUG52C16D774N	2019-12-26	623122	gianmaria.pellegrino@hotmail.com	Corso di Laurea in Economia	Dipartimento di Scienze economiche e aziendali
1663	11	Matilde	Bellini	1979-11-17	AQZFNR70Z88S833J	2018-07-10	621695	mfabbri@longo.net	Corso di Laurea in Astronomia	Dipartimento di Fisica e astronomia
3034	66	Michele	Bellini	1996-01-11	FTXMJX85R25V052W	2020-03-28	623066	tolomeo.bernardi@email.it	Corso di Laurea in Statistica per l'Economia e l'Impresa	Dipartimento di Scienze statistiche
2488	46	Nabil	Bellini	1984-10-14	VFYTMX60A94F729B	2019-01-26	622520	cassiopea.giuliani@yahoo.com	Corso di Laurea in Chimica Industriale	Dipartimento di Scienze chimiche
3443	15	Nayade	Bellini	1982-04-07	RJKSYV23G71S008F	2020-04-01	623475	testa.gianantonio@fabbri.org	Corso di Laurea in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
1442	23	Nayade	Bellini	1990-11-18	KPINCB99S52K194Q	2019-06-11	621474	mietta.greco@yahoo.it	Corso di Laurea Magistrale in Bioingegneria	Dipartimento di Ingegneria dell'informazione
2446	66	Nestore	Bellini	1999-12-01	SYZRSQ66U39A903K	2019-04-30	622478	dangelo.jari@email.it	Corso di Laurea in Statistica per l'Economia e l'Impresa	Dipartimento di Scienze statistiche
3546	2	Nick	Bellini	1987-12-08	UZQJYD77K16N442P	2018-10-27	623578	scattaneo@barbieri.com	Corso di Laurea in Biologia molecolare	Dipartimento di Biologia
1069	61	Nicoletta	Bellini	1973-07-26	WCEFIN89T25Z337K	2020-01-02	621101	anselmo42@hotmail.com	Corso di Laurea Magistrale in European and Global Studies	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3401	33	Pericle	Bellini	1991-04-05	YMAFNL38X06W743O	2019-06-30	623433	lucia07@libero.it	Corso di Laurea in Infermieristica	Dipartimento di Medicina
4543	72	Radames	Bellini	1983-09-17	JXVPAE44X16D092O	2020-10-18	624575	giulietta67@email.it	Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	Dipartimento di Studi linguistici e letterari
136	45	Radames	Bellini	1981-01-05	PSXEJB10R92Z156G	2019-06-13	620168	fbianco@mancini.it	Corso di Laurea in Chimica	Dipartimento di Scienze chimiche
2343	63	Sandro	Bellini	1995-09-09	HMTSML40R20L548X	2018-08-01	622375	marino47@palmieri.it	Corso di Laurea Magistrale in Innovazione e Servizio Sociale	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3423	8	Sibilla	Bellini	1979-06-21	DXTAZM15R84I650U	2021-04-08	623455	ipellegrino@yahoo.it	Corso di Laurea Magistrale in Biologia sanitaria	Dipartimento di Biologia
177	34	Tosca	Bellini	1999-11-19	BAAQEI35K54C784U	2021-04-26	620209	kbianchi@negri.it	Corso di Laurea in Tecniche di Laboratorio Biomedico	Dipartimento di Medicina
199	34	Antonino	Benedetti	1989-10-19	GCIUGI53Q44B662Y	2018-08-22	620231	fernando42@gmail.com	Corso di Laurea in Tecniche di Laboratorio Biomedico	Dipartimento di Medicina
949	42	Armando	Benedetti	1976-07-17	JRJDXV28V60W643H	2020-12-19	620981	palumbo.jelena@rossetti.net	Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	Dipartimento di Neuroscienze
1272	57	Benedetta	Benedetti	1994-09-08	FVJPSO59K44C264H	2019-06-27	621304	luna30@yahoo.com	Corso di Laurea Magistrale in Economia e Diritto	Dipartimento di Scienze economiche e aziendali
3589	22	Brigitta	Benedetti	1984-01-23	XCCFVQ72X49A272M	2018-09-01	623621	sartori.filomena@hotmail.com	Corso di Laurea in Ingegneria Elettronica	Dipartimento di Ingegneria dell'informazione
813	56	Cassiopea	Benedetti	1999-09-08	FFFEWN13J70A939V	2019-09-02	620845	kcosta@gmail.com	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
1148	22	Cecco	Benedetti	1985-07-06	YHSGQD05Q95I691G	2020-03-08	621180	greco.felicia@email.it	Corso di Laurea in Ingegneria Elettronica	Dipartimento di Ingegneria dell'informazione
1195	23	Celeste	Benedetti	2001-11-26	LIVHWH06R40A349V	2019-07-13	621227	pgallo@rizzi.com	Corso di Laurea Magistrale in Bioingegneria	Dipartimento di Ingegneria dell'informazione
612	68	Celeste	Benedetti	1995-12-28	MYCFLK90T45O454X	2019-03-15	620644	ldamico@yahoo.com	Corso di Laurea Magistrale in Scienze Statistiche	Dipartimento di Scienze statistiche
3773	48	Cleros	Benedetti	2002-05-30	YMYGGZ26O90E348A	2020-02-12	623805	ferretti.joey@gmail.com	Corso di Laurea in Scienze e Tecnologie per l'Ambiente	Dipartimento di Scienze chimiche
1421	65	Davis	Benedetti	1978-08-15	MOHESS06L64V464D	2020-12-04	621453	cleopatra94@gmail.com	Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3022	11	Deborah	Benedetti	1996-09-09	UUQVVN25G44L482V	2020-03-15	623054	tosca.bruno@conti.it	Corso di Laurea in Astronomia	Dipartimento di Fisica e astronomia
57	53	Doriana	Benedetti	1978-03-22	QSFGPL05R66U759U	2019-05-01	620089	ofarina@montanari.it	Corso di Laurea in Economia	Dipartimento di Scienze economiche e aziendali
3625	47	Dylan	Benedetti	1971-10-07	CCIAOG04N72Z187M	2019-03-14	623657	filomena25@silvestri.com	Corso di Laurea in Scienza dei Materiali	Dipartimento di Scienze chimiche
3239	37	Edilio	Benedetti	1973-11-16	VQBGMP96L63X301U	2018-10-19	623271	lamberto.amato@basile.org	Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	Dipartimento di Medicina
4182	56	Egidio	Benedetti	1992-02-22	MHEGPE82O29K692X	2018-07-09	624214	clea.riva@email.it	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
1607	66	Emilia	Benedetti	1994-08-02	UBWDBW84E60P002Q	2019-09-09	621639	vera.gatti@yahoo.com	Corso di Laurea in Statistica per l'Economia e l'Impresa	Dipartimento di Scienze statistiche
248	63	Enzo	Benedetti	1983-10-14	ZLJCMO41B26Z183H	2020-09-19	620280	loris02@palumbo.it	Corso di Laurea Magistrale in Innovazione e Servizio Sociale	Dipartimento di Scienze politiche, giuridiche e studi internazionali
1525	41	Eustachio	Benedetti	1994-08-09	JALSLD57V00M497B	2021-01-14	621557	rmartinelli@donati.com	Corso di Laurea in Logopedia	Dipartimento di Neuroscienze
915	40	Filomena	Benedetti	1985-09-03	QIOWRR89X45G171F	2019-10-14	620947	gallo.elsa@hotmail.com	Corso di Laurea in Igiene Dentale	Dipartimento di Neuroscienze
2156	59	Flaviana	Benedetti	1981-04-07	ACGRPU67K74T999X	2020-08-20	622188	mazza.lucrezia@email.it	Corso di Laurea in Scienze Politiche	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3300	66	Gerlando	Benedetti	1991-02-02	IXJCCB61D33U801N	2019-06-16	623332	cira96@testa.org	Corso di Laurea in Statistica per l'Economia e l'Impresa	Dipartimento di Scienze statistiche
2400	32	Gianantonio	Benedetti	1981-12-14	FZNLEN11V22E690A	2021-01-19	622432	zelida77@costantini.net	Corso di Laurea in Dietistica	Dipartimento di Medicina
3737	67	Giovanna	Benedetti	1995-01-03	DBREBQ83W11Z135E	2018-09-03	623769	santoro.penelope@email.it	Corso di Laurea in Statistica per le Tecnologie e le Scienze	Dipartimento di Scienze statistiche
1001	42	Giulio	Benedetti	1979-06-09	KJFPNC79I23Y370S	2019-02-01	621033	negri.manuele@email.it	Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	Dipartimento di Neuroscienze
1533	2	Harry	Benedetti	1987-10-04	YBZVXG93Q81G602I	2021-01-19	621565	costantini.carmela@moretti.it	Corso di Laurea in Biologia molecolare	Dipartimento di Biologia
2689	10	Ileana	Benedetti	2002-05-29	XFVLEP82R15Y300X	2019-11-04	622721	tgrasso@libero.it	Corso di Laurea Magistrale in Scienze della natura	Dipartimento di Biologia
3055	32	Irene	Benedetti	1981-06-12	STQMVR34I62S011A	2021-03-19	623087	assia.romano@yahoo.com	Corso di Laurea in Dietistica	Dipartimento di Medicina
609	21	Isira	Benedetti	1988-02-29	EGYWEA01Y29Q754V	2019-10-14	620641	nestore.mazza@email.it	Corso di Laurea in Ingegneria Biomedica	Dipartimento di Ingegneria dell'informazione
1779	61	Laerte	Benedetti	1999-01-05	TEBKGA32I72L117S	2020-06-25	621811	lia87@libero.it	Corso di Laurea Magistrale in European and Global Studies	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2020	35	Lidia	Benedetti	1987-07-04	EZZEYQ24K33N427T	2020-09-12	622052	folco04@libero.it	Corso di Laurea in Tecniche di Radiologia Medica	Dipartimento di Medicina
1285	8	Luce	Benedetti	1984-08-28	XKYTFE72F21C014H	2019-03-30	621317	milani.ermes@gmail.com	Corso di Laurea Magistrale in Biologia sanitaria	Dipartimento di Biologia
4315	52	Maria	Benedetti	1983-07-21	BCGORF04T59D687B	2021-05-14	624347	zelida57@riva.com	Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	Dipartimento di Scienze chimiche
571	57	Marzio	Benedetti	1997-01-01	JRMCIY81X48I962U	2019-07-19	620603	jconti@colombo.com	Corso di Laurea Magistrale in Economia e Diritto	Dipartimento di Scienze economiche e aziendali
4245	32	Miriana	Benedetti	1978-02-06	RNMKQU40S36N536K	2018-07-14	624277	gianmaria87@cattaneo.it	Corso di Laurea in Dietistica	Dipartimento di Medicina
2192	18	Modesto	Benedetti	1978-03-18	BHNKKN54Z64F237F	2019-02-07	622224	bianco.eufemia@email.it	Corso di Laurea Magistrale in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
630	24	Nayade	Benedetti	1992-01-22	NYQBUB49J31M741S	2020-12-05	620662	marieva.caputo@fiore.it	Corso di Laurea Magistrale in Ingegneria dell'Automazione	Dipartimento di Ingegneria dell'informazione
2839	64	Ninfa	Benedetti	1994-07-05	UJUGNC74T09G344K	2021-05-01	622871	neri.vitale@yahoo.com	Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2696	43	Ortensia	Benedetti	2001-10-15	QSWVID60C32I450H	2020-06-04	622728	msanna@yahoo.it	Corso di Laurea in Tecniche di Neurofisiopatologia	Dipartimento di Neuroscienze
